ma_hang;ma_vach;ten_hang;thuong_hieu;gia_ban;gia_von;ton_kho;ton_nho_nhat;ton_lon_nhat;dvt;ma_dvt_co_ban;quy_doi;ma_hh_lien_quan;trong_luong;gia_si
SP000224;8936040452849;Thước dẻo Thiên Long 20cm TP-SR022;Thiên long;3000;2000;20;;;cây;;1;;;0
SP000225;8935001840138;Thước thẳng Thiên Long 30cm SR-03;Thiên long;6000;3700;10;;;cây;;1;;;0
SP000226;8936040452825;Thước dẻo Thiên Long 30cm TP-SR021;Thiên long;5000;2500;61;;;cây;;1;;;0
SP000227;8935001813989;Viết long dầu đỏ Thiên Long PM-09;Thiên long;9000;8200;41;;;cây;;1;;;0
SP000228;8935001821533;Bút sáp màu Thiên Long 16 màu CRC05/DO;Thiên long;28000;20000;8;;;hộp;;1;;;0
SP000229;8935001821540;Bút sáp màu Thiên Long 24 màu CR-C06/DO;Thiên long;32000;27000;18;;;hộp;;1;;;0
SP000230;8935001846017;Tập Thiên Long 4 ô ly 96 trang TP-NB061;Thiên long;14000;10100;0;;;cuốn;;1;;;0
SP000231;8935001848189;Compa Thiên Long;Thiên long;15000;10000;5;;;cây;;1;;;0
SP000232;8935219480058;Kim bấm staples 1000 kim Thiên Long;Thiên long;5000;2200;10;;;hộp;;1;;;0
SP000233;8935001838838;Phấn màu không bụi Thiên Long DC-007;Thiên long;5000;3500;32;;;hộp;;1;;;0
SP000234;8935001838784;Giấy màu Thiên Long loại lớn;Thiên long;6000;4900;0;;;xấp;;1;;;0
SP000235;8935001844860;Bảng bộ A4 Thiên Long TP-B09/DO;Thiên long;38000;36000;11;;;chiếc;;1;;;0
SP000236;8936040454584;Bảng dẻo Thiên Long BD-01;Thiên long;10000;8000;1;;;cái;;1;;;0
SP000237;8935001841258;Keo dán giấy Thiên Long TP-G08;Thiên long;5000;3140;4;;;chai;;1;;;0
SP000238;8935001840565;Gôm E06 thiên long;Thiên long;5000;3000;100;;;cục;;1;;;0
SP000239;8935001800347;Viết xanh thiên long TL-027;Thiên long;4000;3400;35;;;cây;;1;;;0
SP000240;8935001805304;Viết tím Thiên long TL-027;Thiên long;4000;3400;210;;;cây;;1;;;0
SP000241;8935001813262;Viết bảng trắng Thiên long TP-WB016/DO;Thiên long;9000;6400;27;;;cây;;1;;;0
SP000242;8935219420030;Bút xóa kéo Thiên Long FO-CT02;Thiên long;13000;9500;8;;;cây;;1;;;0
SP000243;8935001820697;Viết chì khúc Thiên Long PC-09;Thiên long;5000;3200;12;;;cây;;1;;;0
SP000244;8935001820062;Viết xóa Thiên Long CP-02;Thiên long;22000;18500;48;;;cây;;1;;;0
SP000245;8935001853640;Viết Gel tím Thiên Long GEL012;Thiên long;8000;6200;73;;;cây;;1;;;0
SP000246;8935001853466;Viết gel tím Thiên Long Gel-08;Thiên long;8000;5500;13;;;cây;;1;;;0
SP000247;8935001847724;Ruột bút chì bấm 2B 1mm Thiên Long PCL05;Thiên long;5000;2500;130;;;ống;;1;;;0
SP000248;8935001846413;Tập Thiên Long 96 trang TP-NB072;Thiên long;7000;5600;8;;;cuốn;;1;;;0
SP000249;8935001804628;Viết đỏ Thiên Long TL-027;Thiên long;4000;3400;34;;;cây;;1;;;0
SP000250;8935001845775;Tập Thiên Long TP-NB049 200 trang 4 ô ly;Thiên long;18000;13300;10;;;cuốn;;1;;;0
SP000251;8935001804635;Viết đen Thiên long TL-027;Thiên long;4000;3400;41;;;cây;;1;;;0
SP000252;8935001847090;bìa bao tập thiên long NBC-04;Thiên long;9000;7200;2;;;CUỘN;;1;;;0
SP000253;8935001840145;Thước thẳng Thiên Long 20cm SR-02;Thiên long;5000;2000;40;;;cây;;1;;;0
SP000254;8935001851516;Viết gel xanh thiên long GEL-012/DO;Thiên long;8000;5400;68;;;cây;;1;;;0
SP000255;8935001804673;Viết đen Thiên Long TL-031;Thiên long;10000;8200;30;;;cây;;1;;;0
SP000256;8935001804666;Viết đỏ Thiên Long TL-031;Thiên long;10000;8600;67;;;cây;;1;;;0
SP000257;PVN3230;Chì thiên long 6B GP 025;Thiên long;6000;4510;3;;;cây;;1;;;0
SP000258;8935001844129;Thước thẳng Doremon Thiên Long 20cm TP-SR011/DO;Thiên long;6000;3500;37;;;cây;;1;;;0
SP000259;8935283902982;Compa Thiên Long C015;Thiên long;13000;10500;20;;;cái;;1;;;0
SP000260;8935001815303;Viết lông xanh Thiên Long WB-02;Thiên long;6000;4900;22;;;cây;;1;;;0
SP000261;8935001801306;Viết mực xanh Thiên Long TL - 08;Thiên long;5000;3600;117;;;cây;;1;;;0
SP000262;8935001861799;Viết gel xanh xóa được Thiên Long tl-gele003;Thiên long;10000;8900;16;;;cây;;1;;;0
SP000263;8935001838852;Phấn trắng Không bụi Thiên Long DC-008;Thiên long;5000;2700;43;;;hộp;;1;;;0
SP000264;8935001802457;Hồ dân khô Thiên long F0-G006;Thiên long;5000;4000;10;;;chai;;1;;;0
SP000265;8935001817840;Viết lông đỏ Thiên long WB-03;Thiên long;8000;6500;40;;;cây;;1;;;0
SP000266;8935001817857;Viết lông đen Thiên Long WB-03;Thiên long;8000;6500;31;;;cây;;1;;;0
SP000267;8935001846024;Tập Thiên Long 4 ô ly 96 trang TP-NB061;Thiên long;13000;10100;20;;;cuốn;;1;;;0
SP000268;8935324028367;Viết tím Thiên Long xóa được TP-GELE003;Thiên long;10000;6200;90;;;cây;;1;;;0
SP000269;8935001826958;Tập tô chữ điểm 10 Thiên Long TP-TTC05;Thiên long;18000;11100;15;;;cuốn;;1;;;0
SP000270;8935001802440;Hồ khô Thiên Long G-C011;Thiên long;6000;3300;48;;;chai;;1;;;0
SP000271;8935001804505;Viết đỏ Thiên Long TL-08;Thiên long;5000;3400;99;;;cây;;1;;;0
SP000272;8935324013066;Viết tím xóa được Thiên Long Gele008;Thiên long;10000;8300;153;;;cây;;1;;;0
SP000273;8935283904368;Bảng học sinh Thiên Long B018;Thiên long;18000;16500;18;;;cái;;1;;;0
SP000274;8935324013097;Viết xanh xóa được Thiên Long Gele008;Thiên long;10000;8300;66;;;cây;;1;;;0
SP000275;PC018;Viết chì bấm Thiên Long PC018;Thiên long;8000;5900;40;;;cây;;1;;;0
SP000276;8935001845782;Tập Thiên Long 4 ô ly 200 trang TP-NB049;Thiên long;18000;13300;40;;;cuốn;;1;;;0
SP000277;8935136860957;DG XMen Fire Active chai 650g;Xmen;152000;145000;2;;;chai;;1;;;0
SP000278;8935136801370;TG XMEN Wood Sport thơm lâu chai 650g;Xmen;152000;145000;1;;;chai;;1;;;0
SP000279;8935136800373;TG XMEN Wood Sport thơm lâu chai 650g - 180ml;Xmen;58000;52000;0;;;chai;;1;;;0
SP000280;8935136814202;LKM Xmen Fire chai 50ml;Xmen;55000;48000;3;;;chai;;1;;;0
SP000281;8935136860919;DG XMEN Wood dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000282;8935136861022;XBC XMen For Boss cục 75g;Xmen;20000;16000;6;;;cục;;1;;;0
SP000283;8935136803190;XBC XMen Wood 90g;Xmen;18000;16000;5;;;cục;;1;;;0
SP000284;8935136861480;LKM Xmen for boss Motion 48h chai 50ml;Xmen;65000;58000;0;;;chai;;1;;;0
SP000285;8935136863880;TG XMen Fire Active chai 650g;Xmen;158000;150000;1;;;chai;;1;;;0
SP000286;8935136863545;LKM Xmen for boss Legend chai 50ml;Xmen;65000;58000;4;;;chai;;1;;;0
SP000287;8935136864535;Dầu gội Xmen for boss dây;Xmen;12000;10000;12;;;dây;;1;;;0
SP000288;8935136860452;DG Xmen boss vàng 650;Xmen;170000;160000;0;;;chai;;1;;;0
SP000289;8935136863538;Xịt Xmen for boss legend 48h 150ml;Xmen;95000;85000;0;;;chai;;1;;;0
SP000290;8935136860322;Xịt Xmen for boss luxury 150ml;Xmen;95000;85000;0;;;chai;;1;;;0
SP000291;PVN5624;Xịt Xmen for boss motion 150ml;Xmen;92000;84000;0;;;chai;;1;;;0
SP000292;8935136860162;DG XMEN FOR BOSS dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000293;8935136866027;TG Xmen wood dây;Xmen;12000;10000;2;;;dây;;1;;;0
SP000294;8935136865143;DG Xmen Fire dây;Xmen;12000;10000;7;;;dây;;1;;;0
SP000295;8935136861534;Xịt Xmen for boss motion 150ml;Xmen;95000;90000;2;;;chai;;1;;;0
SP000296;8935136866003;DG Xmen for boss intense dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000297;8935136866669;Lăn Xmen vegas delight 50ml (KM);Xmen;58000;50000;0;;;chai;;1;;;0
SP000298;8935136866652;Lăn Xmen Amazon hunt 50ml (KM);Xmen;58000;50000;0;;;chai;;1;;;0
SP000299;8935136842205;Lăn Xmen for boss 25ml;Xmen;38000;33000;5;;;chai;;1;;;0
SP000300;8935136873179;DG Xmen for boss intense keratin 180g;Xmen;68000;63000;0;;;chai;;1;;;0
SP000301;8935136866331;DG Xmen Amazon hunt dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000302;8935136804203;LKM XMEN WOOD xanh chai 50ml;Xmen;55000;48000;4;;;chai;;1;;;0
SP000303;8935136874206;LKM XMEN for boss INTENSE chai 50ML;Xmen;65000;58000;5;;;chai;;1;;;0
SP000304;8935136861015;DG Xmen Water dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000305;8935136863798;TG XMEN trắng sạch sâu chai 610g;Xmen;142000;135000;0;;;chai;;1;;;0
SP000306;8935136860971;Dầu gội X-Men Fire chai 180g;Xmen;58000;55000;2;;;chai;;1;;;0
SP000307;8935136860902;Dầu gội nước hoa X-Men Wood chai 180g;Xmen;58000;55000;0;;;chai;;1;;;0
SP000308;8935136868809;Lăn khử mùi X-men wood chai 50ml;Xmen;55000;50000;0;;;chai;;1;;;0
SP000309;8935136860988;DG X-men Fire dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000310;8935136873209;Xịt Khử Mùi toàn thân X-Men for Boss Intense 150ml;Xmen;95000;85000;0;;;chai;;1;;;0
SP000311;8935136813205;Xịt khử mùi hương nước hoa X-Men Fire Active 150ml;Xmen;70000;68000;0;;;chai;;1;;;0
SP000312;8935136803206;Xịt khử mùi thơm lâu X-Men Wood Sport 150ml;Xmen;70000;68000;0;;;chai;;1;;;0
SP000313;8935136825208;Lăn khử mùi X-men wood 25ml;Xmen;30000;30000;0;;;chai;;1;;;0
SP000314;8935136860889;Dầu gội nước hoa X-Men Wood 650ml;Xmen;155000;145000;1;;;chai;;1;;;0
SP000315;8935136813199;Xà bông cục X-Men Fire 90g;Xmen;18000;16000;0;;;cục;;1;;;0
SP000316;8935136813151;Sữa tắm nước hoa X-Men Fire 180g;Xmen;52000;46000;0;;;chai;;1;;;0
SP000317;8935136862746;Tắm gội X-men wood 2in1 dây;Xmen;12000;10000;0;;;dây;;1;;;0
SP000318;8935136868861;Lăn X-men for boss intense chai 50ml;Xmen;68000;58000;0;;;chai;;1;;;0
SP000319;8935136860292;Lăn X-men for Boss luxury chai 50ml;Xmen;68000;60000;1;;;chai;;1;;;0
SP000320;8935136860339;DG X-Men For Boss Intense chai 650g;Xmen;169000;135000;2;;;chai;;1;;;0
SP000321;8935136863903;Tắm gội 2 in 1 X-men Boss Intense hương nước hoa chai 650g;Xmen;175000;165000;1;;;chai;;1;;;0
SP000322;8935136866584;DG X-men keratin dây (24 gói);Xmen;9000;7000;7;;;dây;;1;;;0
SP000323;6914973603516;Kẹo milk chocolate M&M;Doublemint;5000;4000;0;;;gói;;1;;;0
SP000324;93682961;Kẹo M&M Milk Chocolate 40g;Doublemint;22000;16000;0;;;gói;;1;;;0
SP000325;93682978;Kẹo M&M Peanut 40g;Doublemint;22000;20108;3;;;gói;;1;;;0
SP000326;9300682016278;Kẹo M&M siêu giòn bịch 30g;Doublemint;20000;16000;0;;;gói;;1;;;0
SP000327;9300682061926;Kẹo socola sữa M&M bịch 30g;Doublemint;22000;17600;0;;;gói;;1;;;0
SP000328;8935030218861;ST Double Rich hương hoa Iris huyền bí chai 800g;Double rich;130000;102750;0;;;chai;;1;;;0
SP000329;8935030218847;ST Double Rich hương hoa anh đào tinh tế chai 800g;Double rich;130000;102750;0;;;chai;;1;;;0
SP000330;8935030218830;ST Double Rich hương hoa hồng quyến rũ chai 800g;Double rich;130000;102750;0;;;chai;;1;;;0
SP000331;9555192501107;Chewing gum Doublemint;Doublemint;5000;4000;12;;;cây;;1;;;0
SP000332;PVN758;Kẹo Doublemint mints;Doublemint;1000;560;8;;;cục;;1;;;0
SP000333;8936114080084;Doublemint hũ 58,4g;Doublemint;25000;22000;0;;;chai;;1;;;0
SP000334;vienngam;Doublemint viên ngậm;Doublemint;1000;800;0;;;viên;;1;;;0
SP000335;8935030217819;ST Double rich hương hoa hồng quyến rũ chai 550g;Double rich;89000;83556;0;;;chai;;1;;;0
SP000336;8935030218793;ST Double Rich hương hoa Iris huyền bí chai 550g;Double rich;89000;83556;0;;;chai;;1;;;0
SP000337;8935030217826;ST Double Rich trắng da hoa Lily chai 550g;Double rich;89000;83556;0;;;chai;;1;;;0
SP000338;8935030221656;ST Double Rich dưỡng trắng da với hoa sen & tinh chất gạo chai 550g;Double rich;89000;83556;0;;;chai;;1;;;0
SP000339;8936114080145;Viên ngậm Doublemint hương bạc hà bịch 39g (30 cục);Doublemint;29000;24000;0;;;bịch;;1;;;0
SP000340;4935436879554;Double rich hộp quà 550ml;Double rich;89000;80572;6;;;hộp;;1;;;0
SP000341;8997018480769;Doublemint viên ngậm;Doublemint;26000;22667;6;;;hũ;;1;;;0
SP000342;8935030218380;Sữa tắm Double rich Anh đào dây;Double rich;10000;8000;0;;;dây;;1;;;0
SP000343;8935030221649;ST Double Rich dưỡng trắng da với hoa sen & tinh chất gạo chai 800g;Double rich;130000;111429;0;;;chai;;1;;;0
SP000344;8935030218854;ST Double Rich trắng da hoa Lily chai 800g;Double rich;130000;111429;0;;;chai;;1;;;0
SP000345;8935030228495;ST Double rich hương hoa anh đào dây;Double rich;12000;10000;8;;;dây;;1;;;0
SP000346;8935030228501;ST Double rich hương hoa hồng dây;Double rich;12000;10000;4;;;dây;;1;;;0
SP000347;8935030228488;ST Double rich hương hoa iris dây;Double rich;12000;10000;4;;;dây;;1;;;0
SP000348;9555192510109;Gum Doublemint vị dâu 13.5g;Doublemint;5000;4000;4;;;cây;;1;;;0
SP000349;8935030219554;ST Double rich chai 800g;Doublemint;110000;102750;0;;;chai;;1;;;0
SP000350;6923450615850;Doublemint không đường hộp 40g;Doublemint;28000;24900;3;;;hộp;;1;;;0
SP000351;6923450615829;Doublemint hương bạc hà hộp 40g;Doublemint;28000;24000;2;;;hộp;;1;;;0
SP000352;8935060603743;Rau câu Kimiko 216g;Long hải;12000;10000;0;;;bịch;;1;;;0
SP000353;8935060603545;Thạch rau câu Long hải Lapatie vị trứng sữa bịch 400g;Long hải;20000;14500;0;;;gói;;1;;;0
SP000354;8934732104311;Nhang ít khói Jumbo Vape S2;Jumbo;12000;10286;14;;;hộp;;1;;;0
SP000355;8934732104212;Nhang muỗi ít khói Jumbo Vape K5;Jumbo;9000;6500;10;;;hộp;;1;;;0
SP000356;8934732700827;Bộ xông đuổi muỗi Jumbo vape bảo vệ 45 ngày;Jumbo;50000;42500;2;;;bộ;;1;;;0
SP000357;8934732700711;Bình xông đuổi muỗi Jumbo hương hoa Lily bình 34ml;Jumbo;30000;22700;2;;;bình;;1;;;0
SP000358;8934732202611;Bình xịt Jumbo Vape không mùi chai 600ml;Jumbo;58000;50000;5;;;chai;;1;;;0
SP000359;8934732202819;Bình xịt Jumbo hương hoa lài chai 600ml;Jumbo;55000;50200;4;;;chai;;1;;;0
SP000360;8934732202710;Bình xịt muỗi Jumbo vape hương lavender pháp chai 600ml;Jumbo;55000;50200;3;;;chai;;1;;;0
SP000361;8934732202512;Bình xịt Jumbo hương cam chanh chai 600ml;Jumbo;55000;50000;5;;;chai;;1;;;0
SP000362;8934732104410;Nhang muỗi Jumbo vape M2;Jumbo;8000;6500;20;;;hộp;;1;;;0
SP000363;8934732202314;Bình xịt Jumbo hương cam chanh chai 600ml;Jumbo;50000;44700;6;;;chai;;1;;;0
SP000364;8934732202413;Bình xịt Jumbo Vape không mùi chai 350g;Jumbo;50000;45500;0;;;chai;;1;;;0
SP000365;8934732700735;Bộ 2 bình chất xông Jumbo đuổi muỗi;Jumbo;48000;42000;5;;;bộ;;1;;;0
SP000366;8934732700834;Bộ 2 bình chất xông muỗi Jumbo hương hoa anh đào;Jumbo;48000;40800;0;;;bộ;;1;;;0
SP000367;8934803043884;Oishi snack bí đỏ vị Bò nướng 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000368;8934803043020;Oishi snack tôm biển 39g;Oishi;5000;4200;13;;;bịch;;1;;;0
SP000369;8934803044638;Oishi Tomati snack Cà chua 39g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000370;8934803054521;Bánh Oishi khoai tây siêu mỏng Tater;Oishi;5000;3500;19;;;bịch;;1;;;0
SP000371;8934803043075;Oishi Snack bắp ngọt 39g;Oishi;5000;4200;10;;;bịch;;1;;;0
SP000372;8934803044584;Oishi Marty's snack chay vị da heo quay 39g;Oishi;5000;4200;16;;;bịch;;1;;;0
SP000373;8934803027624;Khoai tây que oishi Strip fries 27g;Oishi;6000;3800;20;;;bịch;;1;;;0
SP000374;8934803043785;Oishi snack Hành 39g;Oishi;5000;4200;12;;;bịch;;1;;;0
SP000375;8934803054866;Oishi Indo Chips! vị tôm hùm 39g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000376;8934803044287;Oishi Crab Me! vị cua sốt chua ngọt 39g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000377;8934803043129;Oishi snack Phô mát miếng 39g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000378;8934803042320;Oishi Flutes snack khoai tây vị muối 39g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000379;8934803042818;Snack Oishi bắp vị Phô mai 75g;Oishi;10000;8400;20;;;bịch;;1;;;0
SP000380;8934803042283;Snack Oishi Crab Me! vị Xốt chua ngọt 75g;Oishi;10000;8400;20;;;bịch;;1;;;0
SP000381;PVN3561;Snack Oishi khoai tây siêu mỏng vị tảo biển 75g;Oishi;10000;8400;20;;;bịch;;1;;;0
SP000382;8934803026122;Snack Oishi Pho mát miếng 75g;Oishi;10000;8400;20;;;bịch;;1;;;0
SP000383;8934803053524;Snack Oishi siêu mỏng vị Dưa leo 75g;Oishi;10000;8400;20;;;bịch;;1;;;0
SP000384;8934803044485;Snack Oishi Lu La mực ống 39g;Oishi;5000;4200;14;;;bịch;;1;;;0
SP000385;8934803044270;Snack Oishi tôm vị cay đặc biệt 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000386;8934803026412;Snack Oishi Indo Chip! bành phồng vị cay 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000387;8934803043259;Snack Oishi vị Tôm cay 39g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000388;8934803043815;Snack Oishi Indo Chip! vị Bánh phồng mực Indo 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000389;8934803026894;Oishi Pillows nhân Socola 45g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000390;8934803044812;Oishi snack bắp vị Phô mai 39g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000391;8934803054453;Oishi Crab Me! vị Tảo biển 39g;Oishi;5000;0;20;;;bịch;;1;;;0
SP000392;8934803026078;Oishi snack vị Bắp ngọt 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000393;8934803042634;Oishi Tomati snack vị Cà chua 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000394;8934803026788;Oishi snack vị Hành 75g;Oishi;10000;8900;19;;;bịch;;1;;;0
SP000395;8934803042580;Oishi Marty's snack chay 75g;Oishi;10000;8900;18;;;bịch;;1;;;0
SP000396;8934803054538;Oishi snack khoai tây siêu mỏng 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000397;8934803054279;Oishi Crab Me! snack cua lắc phô mai 39g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000398;8934803054262;Snack Oishi bắp vị sữa 39g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000399;8934803054439;Oishi Mobster's vị bắp rang phô mai caramen 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000400;8934803012255;Oishi snack tôm cay 75g;Oishi;10000;8900;18;;;bịch;;1;;;0
SP000401;8934803053456;Oishi Crab Me! vị tảo biển 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000402;8934803041323;Oishi Flutes snack khoai tây vị muối 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000403;8934803012880;Oishi snack bí đỏ vị bò nướng 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000404;8934803044829;Oishi snack tôm vị muối ớt xanh 37g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000405;8934803054026;Oishi snack mực cay MUCA 37g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000406;8934803042177;Oishi Pillow snack nhân vị sữa dừa 45g;Oishi;5000;4600;18;;;bịch;;1;;;0
SP000407;8934803042276;Oishi snack tôm vị cay đặc biệt 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000408;8934803053272;Oishi Crab Me! vị lắc phô mai 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000409;8934803054200;Oishi snack 4 lớp sốt Sriracha vị cay 35g;Oishi;5000;4200;18;;;bịch;;1;;;0
SP000410;8934803046205;Oishi snack bắp 4 lớp sốt Sriracha vị cay bịch 73g;Oishi;10000;8500;20;;;bịch;;1;;;0
SP000411;8934803044607;Oishi Korny Cones vị bắp non phô mai 39g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000412;8934803044911;Oishi Indo chip bánh phồng cá 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000413;8934803047974;Oishi Bisnax bánh quy nướng giòn vị phô mai 35g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000414;8934803053531;Oishi Tater Thin snack khoai tây siêu mỏng 75g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000415;8934803054996;Oishi vị đậu hà lan nướng bịch 35g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000416;8934803026924;Oishi vị đậu xanh nước dừa gói 35g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000417;8934803039436;Oishi bắp rang phô mai caramen bịch 80g;Oishi;10000;8500;20;;;bịch;;1;;;0
SP000418;8934803071061;Oishi Bola snack viên vị mực cay bịch 32g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000419;8934803053869;Oishi Indo Chip bánh phồng tôm hùm;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000420;8934803071030;Oishi Tater Thins snack khoai tây siêu mỏng bịch 33g;Oishi;5000;4500;20;;;bịch;;1;;;0
SP000421;8934803024814;Oishi snack bánh phông tôm mực Indo 73g;Oishi;10000;8200;20;;;bịch;;1;;;0
SP000422;8934803070064;Oishi Bola snack viên vị mực cay bịch 68g;Oishi;10000;8500;20;;;bịch;;1;;;0
SP000423;8934803071078;Snack viên Oishi Bola vị takoyaki Nhật Bản;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000424;8934803070071;Oishi Bola snack viên vị Tokoyaki Nhật Bản gói 68g;Oishi;10000;8200;20;;;bịch;;1;;;0
SP000425;8934803054460;Oishi Marthy's snack chay vị gà chiên giòn bịch 35g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000426;8934803069099;Oishi snack 4 lớp vị sườn nướng bịch 32g;Oishi;5000;3800;20;;;bịch;;1;;;0
SP000427;8934803046878;OISHI Akiko nhân sữa dừa 140g;Oishi;22000;15000;20;;;bịch;;1;;;0
SP000428;6933843460080;OISHI Akiko nhân phô mai 140g;Oishi;22000;15000;19;;;bịch;;1;;;0
SP000429;8934803028393;OISHI Akiko nhân cafe moka 140g;Oishi;22000;15000;19;;;bịch;;1;;;0
SP000430;8934803028409;OISHI Akiko nhân sữa 140g;Oishi;22000;15000;17;;;bịch;;1;;;0
SP000431;8934803070187;Snack Tôm Oishi vị mực nướng muối ớt bịch 68g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000432;8934803046090;Oishi Akiko snack que nhân phô mai bịch 140g;Oishi;22000;15000;19;;;bịch;;1;;;0
SP000433;8934803046212;Oishi Akiko snack que nhân sữa dừa bịch 140g;Oishi;22000;15000;20;;;bịch;;1;;;0
SP000434;8934803056778;Oishi Akiko snack que nhân kem mixed berries bịch 140g;Oishi;22000;15000;20;;;bịch;;1;;;0
SP000435;8934803069211;Oishi snack khoai tây siêu mỏng vị salad tôm bịch 32g;Oishi;5000;4000;20;;;bịch;;1;;;0
SP000436;8934803071344;Oishi bắp vị Socola bịch 32g;Oishi;5000;4200;19;;;bịch;;1;;;0
SP000437;8934803070347;Snack Oishi bắp vị Sôcôla bịch 68g;Oishi;10000;9000;20;;;bịch;;1;;;0
SP000438;8934803042481;Oishi Lu La snack mực ống bịch 68g;Oishi;10000;8900;20;;;bịch;;1;;;0
SP000439;8934803055054;Snack khoai tây Oishi thin flutes bịch 30g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000440;8934803069181;Oishi snack tôm vị mực nướng muối ớt bịch 34g;Oishi;5000;4200;20;;;bịch;;1;;;0
SP000441;8936036027747;Kẹo Boom Jelly vị dâu bịch 25g;Orion;5000;2949;9;;;bịch;;1;;;0
SP000442;8936036027730;Kẹo Boom Jelly vị nho bịch 25g;Orion;5000;3545;22;;;bịch;;1;;;0
